Grad Year,Course,Type,Year
2017,Math Analysis,term grade,2015 - 2016
2017,Math Analysis,term grade,2015 - 2016
2017,Math Analysis,regular grade,2015 - 2016
2017,Math Analysis,term grade,2015 - 2016
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final course grade,2010 - 2011
2011,Math Analysis,final term grade,2009 - 2010
2011,Math Analysis,final term grade,2009 - 2010
2011,Math Analysis,final course grade,2009 - 2010
2011,Math Analysis,final term grade,2009 - 2010
2010,Introduction to Programming I,final course grade,2009 - 2010
2010,Multivariable Calculus,final term grade,2009 - 2010
2010,Multivariable Calculus,final term grade,2009 - 2010
2010,Multivariable Calculus,final course grade,2009 - 2010
2010,Multivariable Calculus,final term grade,2009 - 2010
2019,Advanced Algebra,term grade,2016 - 2017
2019,Advanced Algebra,term grade,2016 - 2017
2019,Advanced Algebra,regular grade,2016 - 2017
2019,Advanced Algebra,term grade,2016 - 2017
2019,Geometry,term grade,2015 - 2016
2019,Geometry,term grade,2015 - 2016
2019,Geometry,regular grade,2015 - 2016
2019,Geometry,term grade,2015 - 2016
2019,Math Analysis,term grade,2017 - 2018
2019,Math Analysis,term grade,2017 - 2018
2019,Math Analysis,term grade,2017 - 2018
2019,Math Analysis,regular grade,2017 - 2018
2019,STEM Tutor,term grade,2017 - 2018
2019,STEM Tutor,term grade,2017 - 2018
2018,Advanced Calculus,term grade,2016 - 2017
2018,Advanced Calculus,term grade,2016 - 2017
2018,Advanced Calculus,regular grade,2016 - 2017
2018,Advanced Calculus,term grade,2016 - 2017
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,regular grade,2017 - 2018
2018,Advanced Topics,term grade,2017 - 2018
2018,Introductory Calculus,term grade,2015 - 2016
2018,Introductory Calculus,term grade,2015 - 2016
2018,Introductory Calculus,regular grade,2015 - 2016
2018,Introductory Calculus,term grade,2015 - 2016
2018,Math Analysis,term grade,2014 - 2015
2018,Math Analysis,term grade,2014 - 2015
2018,Math Analysis,term grade,2014 - 2015
2018,Math Analysis,regular grade,2014 - 2015
2018,Multivariable Calculus,term grade,2017 - 2018
2018,Multivariable Calculus,term grade,2017 - 2018
2018,STEM Tutor,term grade,2016 - 2017
2018,STEM Tutor,term grade,2016 - 2017
2018,STEM Tutor,term grade,2017 - 2018
2018,STEM Tutor,term grade,2017 - 2018
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,regular grade,2013 - 2014
2016,Geometry,term grade,2012 - 2013
2016,Geometry,term grade,2012 - 2013
2016,Geometry,term grade,2012 - 2013
2016,Geometry,regular grade,2012 - 2013
2016,Introductory Calculus,term grade,2015 - 2016
2016,Introductory Calculus,term grade,2015 - 2016
2016,Introductory Calculus,regular grade,2015 - 2016
2016,Introductory Calculus,term grade,2015 - 2016
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,regular grade,2014 - 2015
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Algebra,final course grade,2011 - 2012
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,regular grade,2013 - 2014
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final course grade,2010 - 2011
2014,Precalculus Topics,term grade,2012 - 2013
2014,Probabilty & Statistics,term grade,2012 - 2013
2014,Trigonometry & Functions,term grade,2012 - 2013
2020,Advanced Calculus,term grade,2017 - 2018
2020,Advanced Calculus,term grade,2017 - 2018
2020,Advanced Calculus,term grade,2017 - 2018
2020,Advanced Calculus,regular grade,2017 - 2018
2020,Math Analysis,term grade,2016 - 2017
2020,Math Analysis,term grade,2016 - 2017
2020,Math Analysis,term grade,2016 - 2017
2020,Math Analysis,regular grade,2016 - 2017
,Advanced Algebra,term grade,2014 - 2015
,Advanced Algebra,term grade,2014 - 2015
,Advanced Algebra,term grade,2014 - 2015
,Advanced Algebra,regular grade,2014 - 2015
,Math Analysis,term grade,2015 - 2016
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Algebra,regular grade,2015 - 2016
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Calculus,term grade,2017 - 2018
2019,Advanced Calculus,term grade,2017 - 2018
2019,Advanced Calculus,term grade,2017 - 2018
2019,Advanced Calculus,regular grade,2017 - 2018
2019,Math Analysis,term grade,2016 - 2017
2019,Math Analysis,term grade,2016 - 2017
2019,Math Analysis,regular grade,2016 - 2017
2019,Math Analysis,term grade,2016 - 2017
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,regular grade,2017 - 2018
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final course grade,2010 - 2011
2011,Math Analysis,final term grade,2009 - 2010
2011,Math Analysis,final course grade,2009 - 2010
2011,Math Analysis,final term grade,2009 - 2010
,Advanced Algebra,term grade,2016 - 2017
,Advanced Algebra,term grade,2016 - 2017
,Advanced Algebra,term grade,2016 - 2017
,Advanced Algebra,regular grade,2016 - 2017
,Advanced Calculus,term grade,2018 - 2019
,Introductory Calculus,term grade,2017 - 2018
,Introductory Calculus,regular grade,2017 - 2018
,Introductory Calculus,term grade,2017 - 2018
,Introductory Calculus,term grade,2017 - 2018
,Statistics & Social Justice,term grade,2017 - 2018
2014,Advanced Algebra,term grade,2012 - 2013
2014,Advanced Algebra,term grade,2012 - 2013
2014,Advanced Algebra,term grade,2012 - 2013
2014,Advanced Algebra,regular grade,2012 - 2013
2014,Algebra I,final term grade,2010 - 2011
2014,Algebra I,final term grade,2010 - 2011
2014,Algebra I,final term grade,2010 - 2011
2014,Algebra I,final course grade,2010 - 2011
2014,Geometry,final term grade,2011 - 2012
2014,Geometry,final term grade,2011 - 2012
2014,Geometry,final term grade,2011 - 2012
2014,Geometry,final course grade,2011 - 2012
2014,Math Analysis,term grade,2013 - 2014
2014,Math Analysis,term grade,2013 - 2014
2014,Math Analysis,term grade,2013 - 2014
2014,Math Analysis,regular grade,2013 - 2014
2011,Advanced Calculus,final term grade,2009 - 2010
2011,Advanced Calculus,final term grade,2009 - 2010
2011,Advanced Calculus,final course grade,2009 - 2010
2011,Advanced Calculus,final term grade,2009 - 2010
2011,Multivariable Calculus,final term grade,2010 - 2011
2011,Multivariable Calculus,final term grade,2010 - 2011
2011,Multivariable Calculus,final term grade,2010 - 2011
2011,Multivariable Calculus,final course grade,2010 - 2011
,Advanced Algebra,term grade,2016 - 2017
,Advanced Calculus,term grade,2017 - 2018
,Advanced Calculus,term grade,2017 - 2018
,Advanced Calculus,term grade,2017 - 2018
,Advanced Calculus,regular grade,2017 - 2018
,Math Analysis,term grade,2016 - 2017
,Math Analysis,regular grade,2016 - 2017
,Math Analysis,term grade,2016 - 2017
2021,Math Analysis,term grade,2017 - 2018
2021,Math Analysis,term grade,2017 - 2018
2021,Math Analysis,term grade,2017 - 2018
2021,Math Analysis,regular grade,2017 - 2018
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Advanced Statistics,final course grade,2010 - 2011
2011,Advanced Statistics,final term grade,2010 - 2011
2011,Introductory Calculus,final term grade,2009 - 2010
2011,Introductory Calculus,final course grade,2009 - 2010
2011,Introductory Calculus,final term grade,2009 - 2010
2011,Introductory Calculus,final term grade,2009 - 2010
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Algebra,regular grade,2015 - 2016
2019,Advanced Algebra,term grade,2015 - 2016
2019,Introductory Calculus,term grade,2017 - 2018
2019,Introductory Calculus,term grade,2017 - 2018
2019,Math Analysis,term grade,2016 - 2017
2019,Math Analysis,term grade,2016 - 2017
2019,Math Analysis,regular grade,2016 - 2017
2019,Math Analysis,term grade,2016 - 2017
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,regular grade,2017 - 2018
2020,Geometry,term grade,2016 - 2017
2020,Geometry,term grade,2016 - 2017
2020,Geometry,term grade,2016 - 2017
2020,Geometry,regular grade,2016 - 2017
2012,Advanced Algebra,final term grade,2009 - 2010
2012,Advanced Algebra,final course grade,2009 - 2010
2012,Advanced Algebra,final term grade,2009 - 2010
2012,Advanced Algebra,final term grade,2009 - 2010
2012,Advanced Statistics,final term grade,2011 - 2012
2012,Advanced Statistics,final term grade,2011 - 2012
2012,Advanced Statistics,final term grade,2011 - 2012
2012,Advanced Statistics,final course grade,2011 - 2012
2012,Math Analysis,final term grade,2010 - 2011
2012,Math Analysis,final course grade,2010 - 2011
2012,Math Analysis,final term grade,2010 - 2011
2012,Math Analysis,final term grade,2010 - 2011
2016,Advanced Algebra,term grade,2012 - 2013
2016,Advanced Calculus,term grade,2014 - 2015
2016,Advanced Calculus,term grade,2014 - 2015
2016,Advanced Topics,term grade,2015 - 2016
2016,Introductory Calculus,term grade,2013 - 2014
2016,Introductory Calculus,term grade,2013 - 2014
2016,Introductory Calculus,term grade,2013 - 2014
2016,Introductory Calculus,regular grade,2013 - 2014
2016,Math Analysis,term grade,2012 - 2013
2016,Math Analysis,term grade,2012 - 2013
2016,Math Analysis,regular grade,2012 - 2013
2016,Multivariable Calculus,term grade,2015 - 2016
2016,Multivariable Calculus,term grade,2015 - 2016
2016,STEM Tutor,term grade,2015 - 2016
2016,STEM Tutor,term grade,2015 - 2016
2016,STEM Tutor,term grade,2014 - 2015
2012,Advanced Calculus,final term grade,2010 - 2011
2012,Advanced Calculus,final term grade,2010 - 2011
2012,Advanced Calculus,final term grade,2010 - 2011
2012,Advanced Calculus,final course grade,2010 - 2011
2012,Advanced Statistics,final term grade,2011 - 2012
2012,Advanced Statistics,final term grade,2011 - 2012
2012,Advanced Statistics,final term grade,2011 - 2012
2012,Advanced Statistics,final course grade,2011 - 2012
2012,Introductory Calculus,final term grade,2009 - 2010
2012,Introductory Calculus,final term grade,2009 - 2010
2012,Introductory Calculus,final term grade,2009 - 2010
2012,Introductory Calculus,final course grade,2009 - 2010
2012,Multivariable Calculus,final term grade,2011 - 2012
2012,Multivariable Calculus,final term grade,2011 - 2012
2012,Multivariable Calculus,final term grade,2011 - 2012
2012,Multivariable Calculus,final course grade,2011 - 2012
2013,Advanced Algebra,final term grade,2010 - 2011
2013,Advanced Algebra,final term grade,2010 - 2011
2013,Advanced Algebra,final term grade,2010 - 2011
2013,Advanced Algebra,final course grade,2010 - 2011
2013,Advanced Statistics,term grade,2012 - 2013
2013,Advanced Statistics,term grade,2012 - 2013
2013,Advanced Statistics,term grade,2012 - 2013
2013,Advanced Statistics,regular grade,2012 - 2013
2013,Algebra I,final term grade,2010 - 2011
2013,Precalculus Topics,final course grade,2011 - 2012
2013,Trigonometry & Functions,final course grade,2011 - 2012
2018,Advanced Algebra,term grade,2015 - 2016
2018,Advanced Algebra,term grade,2015 - 2016
2018,Advanced Algebra,regular grade,2015 - 2016
2018,Advanced Algebra,term grade,2015 - 2016
2018,Geometry,term grade,2014 - 2015
2018,Geometry,term grade,2014 - 2015
2018,Geometry,term grade,2014 - 2015
2018,Geometry,regular grade,2014 - 2015
2018,Introductory Calculus,term grade,2017 - 2018
2018,Introductory Calculus,term grade,2017 - 2018
2018,Introductory Calculus,term grade,2017 - 2018
2018,Introductory Calculus,regular grade,2017 - 2018
2018,Math Analysis,term grade,2016 - 2017
2018,Math Analysis,term grade,2016 - 2017
2010,Introductory Calculus,final term grade,2009 - 2010
2010,Introductory Calculus,final term grade,2009 - 2010
2010,Introductory Calculus,final course grade,2009 - 2010
2010,Introductory Calculus,final term grade,2009 - 2010
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,regular grade,2013 - 2014
2016,Advanced Statistics,term grade,2015 - 2016
2016,Advanced Statistics,term grade,2015 - 2016
2016,Advanced Statistics,term grade,2015 - 2016
2016,Advanced Statistics,regular grade,2015 - 2016
2016,Geometry,term grade,2012 - 2013
2016,Geometry,term grade,2012 - 2013
2016,Geometry,term grade,2012 - 2013
2016,Geometry,regular grade,2012 - 2013
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,regular grade,2014 - 2015
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,regular grade,2017 - 2018
2020,Geometry,term grade,2016 - 2017
2020,Geometry,term grade,2016 - 2017
2020,Geometry,regular grade,2016 - 2017
2020,Geometry,term grade,2016 - 2017
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Algebra,final course grade,2011 - 2012
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final course grade,2010 - 2011
2014,Introductory Calculus,term grade,2013 - 2014
2014,Introductory Calculus,term grade,2013 - 2014
2014,Introductory Calculus,term grade,2013 - 2014
2014,Introductory Calculus,regular grade,2013 - 2014
2014,Math Analysis,term grade,2012 - 2013
2014,Math Analysis,term grade,2012 - 2013
2014,Math Analysis,term grade,2012 - 2013
2014,Math Analysis,regular grade,2012 - 2013
,Geometry,term grade,2017 - 2018
,Geometry,term grade,2017 - 2018
,Geometry,term grade,2017 - 2018
,Geometry,regular grade,2017 - 2018
,Geometry,term grade,2017 - 2018
,Geometry,term grade,2017 - 2018
,Geometry,term grade,2017 - 2018
,Geometry,regular grade,2017 - 2018
2013,Advanced Algebra,final term grade,2009 - 2010
2013,Advanced Algebra,final term grade,2009 - 2010
2013,Advanced Algebra,final course grade,2009 - 2010
2013,Advanced Calculus,term grade,2012 - 2013
2013,Advanced Calculus,term grade,2012 - 2013
2013,Advanced Calculus,term grade,2012 - 2013
2013,Advanced Calculus,regular grade,2012 - 2013
2013,Introductory Calculus,final term grade,2011 - 2012
2013,Introductory Calculus,final term grade,2011 - 2012
2013,Introductory Calculus,final term grade,2011 - 2012
2013,Introductory Calculus,final course grade,2011 - 2012
2013,Math Analysis,final term grade,2010 - 2011
2013,Math Analysis,final term grade,2010 - 2011
2013,Math Analysis,final term grade,2010 - 2011
2013,Math Analysis,final course grade,2010 - 2011
2015,Advanced Algebra,term grade,2012 - 2013
2015,Advanced Algebra,term grade,2012 - 2013
2015,Advanced Algebra,term grade,2012 - 2013
2015,Advanced Algebra,regular grade,2012 - 2013
2015,Advanced Statistics,term grade,2014 - 2015
2015,Advanced Statistics,term grade,2014 - 2015
2015,Advanced Statistics,term grade,2014 - 2015
2015,Advanced Statistics,regular grade,2014 - 2015
2015,Precalculus Topics,term grade,2013 - 2014
2015,Probabilty & Statistics,term grade,2013 - 2014
2015,Trigonometry & Functions,term grade,2013 - 2014
2017,Advanced Statistics,term grade,2016 - 2017
2017,Advanced Statistics,term grade,2016 - 2017
2017,Advanced Statistics,term grade,2016 - 2017
2017,Advanced Statistics,regular grade,2016 - 2017
2017,Math Analysis,term grade,2015 - 2016
2017,Math Analysis,term grade,2015 - 2016
2017,Math Analysis,regular grade,2015 - 2016
2017,Math Analysis,term grade,2015 - 2016
,Advanced Algebra,term grade,2012 - 2013
,Advanced Algebra,term grade,2012 - 2013
,Advanced Algebra,term grade,2012 - 2013
,Advanced Algebra,regular grade,2012 - 2013
2010,Trigonometry & Functions,final course grade,2009 - 2010
2010,Advanced Calculus,final term grade,2009 - 2010
2010,Advanced Calculus,final term grade,2009 - 2010
2010,Advanced Calculus,final term grade,2009 - 2010
2010,Advanced Calculus,final course grade,2009 - 2010
,Advanced Algebra,term grade,2016 - 2017
,Advanced Algebra,term grade,2016 - 2017
,Geometry,term grade,2015 - 2016
,Geometry,term grade,2015 - 2016
,Geometry,regular grade,2015 - 2016
,Geometry,term grade,2015 - 2016
,Statistics & Social Justice,term grade,2016 - 2017
2016,Advanced Statistics,term grade,2015 - 2016
2016,Advanced Statistics,term grade,2015 - 2016
2016,Advanced Statistics,term grade,2015 - 2016
2016,Advanced Statistics,regular grade,2015 - 2016
